2024-09-21 20:28:19 root         INFO     Starting GetRecords Consumer
2024-09-21 20:28:26 root         INFO     Read User Session {'session_id': '9ee9a008-bb5c-43f6-9d32-961c682eced5', 'customer_number': 185, 'city': 'Stavern', 'country': 'Norway', 'credit_limit': 107020, 'browse_history': [{'product_code': 'S24_1046', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S24_3151', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S18_3259', 'quantity': '7', 'in_shopping_cart': False}]} from Shard shardId-000000000001 at position 49656043659519860392035600509507167244563094080029982738
2024-09-21 20:28:26 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': '9ee9a008-bb5c-43f6-9d32-961c682eced5', 'customer_number': 185, 'city': 'Stavern', 'country': 'Norway', 'credit_limit': 107020, 'browse_history': [{'product_code': 'S24_1046', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S24_3151', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S18_3259', 'quantity': '7', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 26, 437215), 'overall_product_quantity': 12, 'overall_in_shopping_cart': 1, 'total_different_products': 3}}
2024-09-21 20:28:26 root         INFO     Read User Session {'session_id': '102c9377-9459-42d9-9abc-481dfbc4b575', 'customer_number': 115, 'city': 'München', 'country': 'Germany', 'credit_limit': 91226, 'browse_history': [{'product_code': 'S700_1691', 'quantity': '9', 'in_shopping_cart': True}, {'product_code': 'S12_3148', 'quantity': '6', 'in_shopping_cart': True}, {'product_code': 'S12_4473', 'quantity': '6', 'in_shopping_cart': True}, {'product_code': 'S32_4289', 'quantity': '10', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49656043659519860392035600509512002947841553558801481746
2024-09-21 20:28:26 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': '102c9377-9459-42d9-9abc-481dfbc4b575', 'customer_number': 115, 'city': 'München', 'country': 'Germany', 'credit_limit': 91226, 'browse_history': [{'product_code': 'S700_1691', 'quantity': '9', 'in_shopping_cart': True}, {'product_code': 'S12_3148', 'quantity': '6', 'in_shopping_cart': True}, {'product_code': 'S12_4473', 'quantity': '6', 'in_shopping_cart': True}, {'product_code': 'S32_4289', 'quantity': '10', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 26, 437443), 'overall_product_quantity': 31, 'overall_in_shopping_cart': 31, 'total_different_products': 4}}
2024-09-21 20:28:26 root         INFO     Read User Session {'session_id': 'eb224e4b-1ec7-4e0d-8460-27688fb1d3f5', 'customer_number': 263, 'city': 'Milan', 'country': 'Italy', 'credit_limit': 105250, 'browse_history': [{'product_code': 'S24_3816', 'quantity': '7', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49656043659519860392035600509513211873661168394134618130
2024-09-21 20:28:26 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': 'eb224e4b-1ec7-4e0d-8460-27688fb1d3f5', 'customer_number': 263, 'city': 'Milan', 'country': 'Italy', 'credit_limit': 105250, 'browse_history': [{'product_code': 'S24_3816', 'quantity': '7', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 26, 439501), 'overall_product_quantity': 7, 'overall_in_shopping_cart': 7, 'total_different_products': 1}}
2024-09-21 20:28:26 root         INFO     Read User Session {'session_id': 'e03349f1-33a6-476c-a19b-1459567144d2', 'customer_number': 358, 'city': 'Saint Petersburg', 'country': 'Russia', 'credit_limit': 127499, 'browse_history': [{'product_code': 'S18_1889', 'quantity': '3', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49656043659519860392035600509533763612594632002231074834
2024-09-21 20:28:26 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': 'e03349f1-33a6-476c-a19b-1459567144d2', 'customer_number': 358, 'city': 'Saint Petersburg', 'country': 'Russia', 'credit_limit': 127499, 'browse_history': [{'product_code': 'S18_1889', 'quantity': '3', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 26, 439894), 'overall_product_quantity': 3, 'overall_in_shopping_cart': 3, 'total_different_products': 1}}
2024-09-21 20:28:26 root         INFO     Read User Session {'session_id': '0c9be455-4f87-4ca4-abc9-d84bf5cdd1b4', 'customer_number': 156, 'city': 'Kobenhavn', 'country': 'Denmark', 'credit_limit': 75514, 'browse_history': [{'product_code': 'S50_1392', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S32_3522', 'quantity': '9', 'in_shopping_cart': False}]} from Shard shardId-000000000001 at position 49656043659519860392035600509537390390053478363656355858
2024-09-21 20:28:26 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': '0c9be455-4f87-4ca4-abc9-d84bf5cdd1b4', 'customer_number': 156, 'city': 'Kobenhavn', 'country': 'Denmark', 'credit_limit': 75514, 'browse_history': [{'product_code': 'S50_1392', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S32_3522', 'quantity': '9', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 26, 440103), 'overall_product_quantity': 13, 'overall_in_shopping_cart': 0, 'total_different_products': 2}}
2024-09-21 20:28:26 root         INFO     Read User Session {'session_id': 'c919a314-7746-4270-b734-fd73a7997865', 'customer_number': 312, 'city': 'Barcelona', 'country': 'Spain', 'credit_limit': 73344, 'browse_history': [{'product_code': 'S24_1937', 'quantity': '3', 'in_shopping_cart': False}]} from Shard shardId-000000000001 at position 49656043659519860392035600509538599315873093198989492242
2024-09-21 20:28:26 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': 'c919a314-7746-4270-b734-fd73a7997865', 'customer_number': 312, 'city': 'Barcelona', 'country': 'Spain', 'credit_limit': 73344, 'browse_history': [{'product_code': 'S24_1937', 'quantity': '3', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 26, 440302), 'overall_product_quantity': 3, 'overall_in_shopping_cart': 0, 'total_different_products': 1}}
2024-09-21 20:28:26 root         INFO     Read User Session {'session_id': 'c131b5fc-c7cb-422c-a369-099a5dd6bbbd', 'customer_number': 158, 'city': 'Wellington', 'country': 'New Zealand', 'credit_limit': 81784, 'browse_history': [{'product_code': 'S24_4620', 'quantity': '10', 'in_shopping_cart': True}, {'product_code': 'S10_4698', 'quantity': '6', 'in_shopping_cart': True}, {'product_code': 'S18_3259', 'quantity': '4', 'in_shopping_cart': False}]} from Shard shardId-000000000001 at position 49656043659519860392035600509551897499888863190882189330
2024-09-21 20:28:26 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': 'c131b5fc-c7cb-422c-a369-099a5dd6bbbd', 'customer_number': 158, 'city': 'Wellington', 'country': 'New Zealand', 'credit_limit': 81784, 'browse_history': [{'product_code': 'S24_4620', 'quantity': '10', 'in_shopping_cart': True}, {'product_code': 'S10_4698', 'quantity': '6', 'in_shopping_cart': True}, {'product_code': 'S18_3259', 'quantity': '4', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 26, 440733), 'overall_product_quantity': 20, 'overall_in_shopping_cart': 16, 'total_different_products': 3}}
2024-09-21 20:28:26 root         INFO     Read User Session {'session_id': 'e2d358a8-1ef1-4eac-8838-b54fbb57c50d', 'customer_number': 408, 'city': 'Milan', 'country': 'Italy', 'credit_limit': 63417, 'browse_history': [{'product_code': 'S18_1367', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S24_1628', 'quantity': '8', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49656043659519860392035600509554315351528093136426369042
2024-09-21 20:28:26 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': 'e2d358a8-1ef1-4eac-8838-b54fbb57c50d', 'customer_number': 408, 'city': 'Milan', 'country': 'Italy', 'credit_limit': 63417, 'browse_history': [{'product_code': 'S18_1367', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S24_1628', 'quantity': '8', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 26, 442993), 'overall_product_quantity': 14, 'overall_in_shopping_cart': 8, 'total_different_products': 2}}
2024-09-21 20:28:26 root         INFO     Read User Session {'session_id': '57a87b7c-093a-4b8e-8554-d3e734cff1a0', 'customer_number': 396, 'city': 'Herzlia', 'country': 'Israel', 'credit_limit': 50526, 'browse_history': [{'product_code': 'S24_2300', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S12_4473', 'quantity': '6', 'in_shopping_cart': True}, {'product_code': 'S32_1268', 'quantity': '8', 'in_shopping_cart': False}]} from Shard shardId-000000000001 at position 49656043659519860392035600509555524277347709208710086674
2024-09-21 20:28:26 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': '57a87b7c-093a-4b8e-8554-d3e734cff1a0', 'customer_number': 396, 'city': 'Herzlia', 'country': 'Israel', 'credit_limit': 50526, 'browse_history': [{'product_code': 'S24_2300', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S12_4473', 'quantity': '6', 'in_shopping_cart': True}, {'product_code': 'S32_1268', 'quantity': '8', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 26, 443337), 'overall_product_quantity': 18, 'overall_in_shopping_cart': 10, 'total_different_products': 3}}
2024-09-21 20:28:26 root         INFO     Read User Session {'session_id': '8ad3032a-1699-4cfa-8602-6175a05ad444', 'customer_number': 359, 'city': 'Münster', 'country': 'Germany', 'credit_limit': 53650, 'browse_history': [{'product_code': 'S700_1138', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S24_1444', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S24_2841', 'quantity': '8', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49656043659519860392035600509559151054806554264465309714
2024-09-21 20:28:26 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': '8ad3032a-1699-4cfa-8602-6175a05ad444', 'customer_number': 359, 'city': 'Münster', 'country': 'Germany', 'credit_limit': 53650, 'browse_history': [{'product_code': 'S700_1138', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S24_1444', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S24_2841', 'quantity': '8', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 26, 443569), 'overall_product_quantity': 23, 'overall_in_shopping_cart': 13, 'total_different_products': 3}}
2024-09-21 20:28:26 root         INFO     Read User Session {'session_id': 'c6cb4dd9-ddd8-4f0f-94cf-ebe755f13ff5', 'customer_number': 499, 'city': 'Bruxelles', 'country': 'Belgium', 'credit_limit': 11846, 'browse_history': [{'product_code': 'S18_2870', 'quantity': '3', 'in_shopping_cart': True}, {'product_code': 'S18_2870', 'quantity': '6', 'in_shopping_cart': True}, {'product_code': 'S12_3148', 'quantity': '2', 'in_shopping_cart': False}]} from Shard shardId-000000000001 at position 49656043659519860392035600509560359980626169512115306514
2024-09-21 20:28:26 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': 'c6cb4dd9-ddd8-4f0f-94cf-ebe755f13ff5', 'customer_number': 499, 'city': 'Bruxelles', 'country': 'Belgium', 'credit_limit': 11846, 'browse_history': [{'product_code': 'S18_2870', 'quantity': '3', 'in_shopping_cart': True}, {'product_code': 'S18_2870', 'quantity': '6', 'in_shopping_cart': True}, {'product_code': 'S12_3148', 'quantity': '2', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 26, 443795), 'overall_product_quantity': 11, 'overall_in_shopping_cart': 9, 'total_different_products': 3}}
2024-09-21 20:28:26 root         INFO     Read User Session {'session_id': '65172aa9-4b48-46d7-86cf-ada5c4f467dc', 'customer_number': 216, 'city': 'Hatfield', 'country': 'South Africa', 'credit_limit': 76255, 'browse_history': [{'product_code': 'S24_1628', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S24_1937', 'quantity': '9', 'in_shopping_cart': False}, {'product_code': 'S12_2823', 'quantity': '1', 'in_shopping_cart': False}]} from Shard shardId-000000000001 at position 49656043659519860392035600509567613535543861410332147730
2024-09-21 20:28:26 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': '65172aa9-4b48-46d7-86cf-ada5c4f467dc', 'customer_number': 216, 'city': 'Hatfield', 'country': 'South Africa', 'credit_limit': 76255, 'browse_history': [{'product_code': 'S24_1628', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S24_1937', 'quantity': '9', 'in_shopping_cart': False}, {'product_code': 'S12_2823', 'quantity': '1', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 26, 444006), 'overall_product_quantity': 18, 'overall_in_shopping_cart': 0, 'total_different_products': 3}}
2024-09-21 20:28:26 root         INFO     Read User Session {'session_id': '0576c26a-233a-4973-a689-7edb4fa72487', 'customer_number': 372, 'city': 'Frankfurt', 'country': 'Germany', 'credit_limit': 94683, 'browse_history': [{'product_code': 'S18_1589', 'quantity': '3', 'in_shopping_cart': True}, {'product_code': 'S18_2319', 'quantity': '9', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49656043659519860392035600509573658164641938679374282770
2024-09-21 20:28:26 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': '0576c26a-233a-4973-a689-7edb4fa72487', 'customer_number': 372, 'city': 'Frankfurt', 'country': 'Germany', 'credit_limit': 94683, 'browse_history': [{'product_code': 'S18_1589', 'quantity': '3', 'in_shopping_cart': True}, {'product_code': 'S18_2319', 'quantity': '9', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 26, 504011), 'overall_product_quantity': 12, 'overall_in_shopping_cart': 12, 'total_different_products': 2}}
2024-09-21 20:28:26 root         INFO     Read User Session {'session_id': '6424e1e0-a293-412d-8f69-60a68b1a90be', 'customer_number': 472, 'city': 'Bräcke', 'country': 'Sweden', 'credit_limit': 49980, 'browse_history': [{'product_code': 'S24_4620', 'quantity': '9', 'in_shopping_cart': False}, {'product_code': 'S24_2841', 'quantity': '3', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49656043659519860392035600509577284942100783254093168658
2024-09-21 20:28:26 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': '6424e1e0-a293-412d-8f69-60a68b1a90be', 'customer_number': 472, 'city': 'Bräcke', 'country': 'Sweden', 'credit_limit': 49980, 'browse_history': [{'product_code': 'S24_4620', 'quantity': '9', 'in_shopping_cart': False}, {'product_code': 'S24_2841', 'quantity': '3', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 26, 504805), 'overall_product_quantity': 12, 'overall_in_shopping_cart': 3, 'total_different_products': 2}}
2024-09-21 20:28:26 root         INFO     Read User Session {'session_id': 'f82d2227-a095-4bb4-9884-8ae8b2cd0825', 'customer_number': 406, 'city': 'Århus', 'country': 'Denmark', 'credit_limit': 100064, 'browse_history': [{'product_code': 'S24_2022', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S700_3962', 'quantity': '9', 'in_shopping_cart': False}, {'product_code': 'S700_2047', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S18_4668', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S18_3320', 'quantity': '5', 'in_shopping_cart': False}]} from Shard shardId-000000000001 at position 49656043659519860392035600509583329571198859148745768978
2024-09-21 20:28:26 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': 'f82d2227-a095-4bb4-9884-8ae8b2cd0825', 'customer_number': 406, 'city': 'Århus', 'country': 'Denmark', 'credit_limit': 100064, 'browse_history': [{'product_code': 'S24_2022', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S700_3962', 'quantity': '9', 'in_shopping_cart': False}, {'product_code': 'S700_2047', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S18_4668', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S18_3320', 'quantity': '5', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 26, 505237), 'overall_product_quantity': 40, 'overall_in_shopping_cart': 0, 'total_different_products': 5}}
2024-09-21 20:28:26 root         INFO     Read User Session {'session_id': '7f71bc7d-e537-4966-b00e-3125fb52f405', 'customer_number': 388, 'city': 'Philadelphia', 'country': 'USA', 'credit_limit': 124373, 'browse_history': [{'product_code': 'S18_3232', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S12_4675', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S24_4258', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S18_1097', 'quantity': '7', 'in_shopping_cart': False}]} from Shard shardId-000000000001 at position 49656043659519860392035600509584538497018474602554195986
2024-09-21 20:28:26 root         INFO     Processed User Session {'session_id': '7f71bc7d-e537-4966-b00e-3125fb52f405', 'customer_number': 388, 'city': 'Philadelphia', 'country': 'USA', 'credit_limit': 124373, 'browse_history': [{'product_code': 'S18_3232', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S12_4675', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S24_4258', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S18_1097', 'quantity': '7', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 26, 505950), 'overall_product_quantity': 23, 'overall_in_shopping_cart': 6, 'total_different_products': 4}
2024-09-21 20:28:26 root         INFO     Produced record 49656053247390747322299060887460717471649951681565687810 to Shard shardId-000000000000


2024-09-21 20:28:26 root         INFO     Read User Session {'session_id': 'd368226c-65c1-486d-97e2-f5fb9d6ca7e9', 'customer_number': 352, 'city': 'Melbourne', 'country': 'Australia', 'credit_limit': 127490, 'browse_history': [{'product_code': 'S18_4522', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S12_1666', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S50_4713', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S10_4962', 'quantity': '4', 'in_shopping_cart': False}]} from Shard shardId-000000000001 at position 49656043659519860392035600509586956348657704135781515282
2024-09-21 20:28:26 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': 'd368226c-65c1-486d-97e2-f5fb9d6ca7e9', 'customer_number': 352, 'city': 'Melbourne', 'country': 'Australia', 'credit_limit': 127490, 'browse_history': [{'product_code': 'S18_4522', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S12_1666', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S50_4713', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S10_4962', 'quantity': '4', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 26, 516556), 'overall_product_quantity': 14, 'overall_in_shopping_cart': 4, 'total_different_products': 4}}
2024-09-21 20:28:26 root         INFO     Read User Session {'session_id': 'b319ce88-bdad-4a87-8c6b-8e2b0d4730fe', 'customer_number': 255, 'city': 'Auckland', 'country': 'New Zealand', 'credit_limit': 86707, 'browse_history': [{'product_code': 'S12_2823', 'quantity': '5', 'in_shopping_cart': False}, {'product_code': 'S12_3380', 'quantity': '9', 'in_shopping_cart': True}, {'product_code': 'S24_4278', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S18_3856', 'quantity': '9', 'in_shopping_cart': True}, {'product_code': 'S50_1392', 'quantity': '9', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49656043659519860392035600509593000977755780717628882962
2024-09-21 20:28:26 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': 'b319ce88-bdad-4a87-8c6b-8e2b0d4730fe', 'customer_number': 255, 'city': 'Auckland', 'country': 'New Zealand', 'credit_limit': 86707, 'browse_history': [{'product_code': 'S12_2823', 'quantity': '5', 'in_shopping_cart': False}, {'product_code': 'S12_3380', 'quantity': '9', 'in_shopping_cart': True}, {'product_code': 'S24_4278', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S18_3856', 'quantity': '9', 'in_shopping_cart': True}, {'product_code': 'S50_1392', 'quantity': '9', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 26, 516935), 'overall_product_quantity': 40, 'overall_in_shopping_cart': 27, 'total_different_products': 5}}
2024-09-21 20:28:26 root         INFO     Read User Session {'session_id': '81da972e-7cc6-47dc-8d8a-3e142c2b0c0e', 'customer_number': 378, 'city': 'Brandenburg', 'country': 'Germany', 'credit_limit': 67225, 'browse_history': [{'product_code': 'S50_1392', 'quantity': '8', 'in_shopping_cart': False}]} from Shard shardId-000000000001 at position 49656043659519860392035600509599045606853857230756773906
2024-09-21 20:28:26 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': '81da972e-7cc6-47dc-8d8a-3e142c2b0c0e', 'customer_number': 378, 'city': 'Brandenburg', 'country': 'Germany', 'credit_limit': 67225, 'browse_history': [{'product_code': 'S50_1392', 'quantity': '8', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 26, 517158), 'overall_product_quantity': 8, 'overall_in_shopping_cart': 0, 'total_different_products': 1}}
2024-09-21 20:28:26 root         INFO     Read User Session {'session_id': 'ac830591-fc4e-401a-8327-7c073cba8faf', 'customer_number': 222, 'city': 'Strasbourg', 'country': 'France', 'credit_limit': 93727, 'browse_history': [{'product_code': 'S18_1889', 'quantity': '9', 'in_shopping_cart': False}, {'product_code': 'S18_2581', 'quantity': '7', 'in_shopping_cart': False}]} from Shard shardId-000000000001 at position 49656043659519860392035600509602672384312701942914613266
2024-09-21 20:28:26 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': 'ac830591-fc4e-401a-8327-7c073cba8faf', 'customer_number': 222, 'city': 'Strasbourg', 'country': 'France', 'credit_limit': 93727, 'browse_history': [{'product_code': 'S18_1889', 'quantity': '9', 'in_shopping_cart': False}, {'product_code': 'S18_2581', 'quantity': '7', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 26, 517443), 'overall_product_quantity': 16, 'overall_in_shopping_cart': 0, 'total_different_products': 2}}
2024-09-21 20:28:26 root         INFO     Read User Session {'session_id': '9fe1a443-b866-46ef-aeae-d017707cbbeb', 'customer_number': 488, 'city': 'Kobenhavn', 'country': 'Denmark', 'credit_limit': 84871, 'browse_history': [{'product_code': 'S12_3380', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S18_4721', 'quantity': '1', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49656043659519860392035600509609925939230394253448314898
2024-09-21 20:28:26 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': '9fe1a443-b866-46ef-aeae-d017707cbbeb', 'customer_number': 488, 'city': 'Kobenhavn', 'country': 'Denmark', 'credit_limit': 84871, 'browse_history': [{'product_code': 'S12_3380', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S18_4721', 'quantity': '1', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 26, 517651), 'overall_product_quantity': 2, 'overall_in_shopping_cart': 1, 'total_different_products': 2}}
2024-09-21 20:28:26 root         INFO     Read User Session {'session_id': '85dc10fc-fe91-4944-97c3-5427dd4bd621', 'customer_number': 458, 'city': 'London', 'country': 'UK', 'credit_limit': 14258, 'browse_history': [{'product_code': 'S12_1108', 'quantity': '2', 'in_shopping_cart': True}, {'product_code': 'S12_1666', 'quantity': '2', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49656043659519860392035600509615970568328473240477368338
2024-09-21 20:28:26 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': '85dc10fc-fe91-4944-97c3-5427dd4bd621', 'customer_number': 458, 'city': 'London', 'country': 'UK', 'credit_limit': 14258, 'browse_history': [{'product_code': 'S12_1108', 'quantity': '2', 'in_shopping_cart': True}, {'product_code': 'S12_1666', 'quantity': '2', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 26, 517971), 'overall_product_quantity': 4, 'overall_in_shopping_cart': 4, 'total_different_products': 2}}
2024-09-21 20:28:26 root         INFO     Read User Session {'session_id': '2d130272-3094-4b75-8ac2-41eae33bd56c', 'customer_number': 223, 'city': 'Versailles', 'country': 'France', 'credit_limit': 80010, 'browse_history': [{'product_code': 'S12_1666', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S24_3969', 'quantity': '7', 'in_shopping_cart': False}, {'product_code': 'S18_1097', 'quantity': '10', 'in_shopping_cart': True}, {'product_code': 'S10_4698', 'quantity': '10', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49656043659519860392035600509626850900705011362680537106
2024-09-21 20:28:26 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': '2d130272-3094-4b75-8ac2-41eae33bd56c', 'customer_number': 223, 'city': 'Versailles', 'country': 'France', 'credit_limit': 80010, 'browse_history': [{'product_code': 'S12_1666', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S24_3969', 'quantity': '7', 'in_shopping_cart': False}, {'product_code': 'S18_1097', 'quantity': '10', 'in_shopping_cart': True}, {'product_code': 'S10_4698', 'quantity': '10', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 26, 518424), 'overall_product_quantity': 29, 'overall_in_shopping_cart': 20, 'total_different_products': 4}}
2024-09-21 20:28:26 root         INFO     Read User Session {'session_id': '0dd6357d-53a6-48d5-b6bd-d584d15972de', 'customer_number': 343, 'city': 'Barcelona', 'country': 'Spain', 'credit_limit': 66546, 'browse_history': [{'product_code': 'S24_2887', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S24_3816', 'quantity': '8', 'in_shopping_cart': True}, {'product_code': 'S50_4713', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S12_3380', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S700_2610', 'quantity': '9', 'in_shopping_cart': False}]} from Shard shardId-000000000001 at position 49656043659519860392035600509629268752344240964627333138
2024-09-21 20:28:26 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': '0dd6357d-53a6-48d5-b6bd-d584d15972de', 'customer_number': 343, 'city': 'Barcelona', 'country': 'Spain', 'credit_limit': 66546, 'browse_history': [{'product_code': 'S24_2887', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S24_3816', 'quantity': '8', 'in_shopping_cart': True}, {'product_code': 'S50_4713', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S12_3380', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S700_2610', 'quantity': '9', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 26, 518688), 'overall_product_quantity': 21, 'overall_in_shopping_cart': 9, 'total_different_products': 5}}
